Symbol,Company Name
UMANGDAIRY,Umang Dairies Limited
CORALFINAC,Coral India Finance & Housing Limited
IL&FSTRANS,IL&FS Transportation Networks Limited
SRPL,Shree Ram Proteins Limited
PANSARI,Pansari Developers Limited
HILTON,Hilton Metal Forging Limited
AHLADA,Ahlada Engineers Limited
ALPA,Alpa Laboratories Limited
ALKALI,Alkali Metals Limited
SUNDARAM,Sundaram Multi Pap Limited
CAPTRUST,Capital Trust Limited
PARIN,Parin Furniture Limited
IVP,IVP Limited
BAHETI,Baheti Recycling Industries Limited
SUNDRMBRAK,Sundaram Brake Linings Limited
SALSTEEL,S.A.L. Steel Limited
SHAHALLOYS,Shah Alloys Limited
AJRINFRA,AJR INFRA AND TOLLING LIMITED
BLBLIMITED,BLB Limited
SPECTRUM,Spectrum Electrical Industries Limited
GTL,GTL Limited
NECCLTD,North Eastern Carrying Corporation Limited
GANGESSECU,Ganges Securities Limited
AIROLAM,Airo Lam limited
ATLANTA,Atlanta  Limited
CCHHL,Country Club Hospitality & Holidays Limited
SPMLINFRA,SPML Infra Limited
NGIL,Nakoda Group of Industries Limited
SECURCRED,SecUR Credentials Limited
KAPSTON,Kapston Services Limited
MUKTAARTS,Mukta Arts Limited
AKG,Akg Exim Limited
GOLDENTOBC,Golden Tobacco Limited
OMAXAUTO,Omax Autos Limited
MANAKCOAT,Manaksia Coated Metals & Industries Limited
DAMODARIND,Damodar Industries Limited
MAHASTEEL,Mahamaya Steel Industries Limited
MRO-TEK,MRO-TEK Realty Limited
GAL,Gyscoal Alloys Limited
SIMBHALS,Simbhaoli Sugars Limited
AMDIND,AMD Industries Limited
VMARCIND,V Marc India Limited
FSC,Future Supply Chain Solutions Limited
PIONEEREMB,Pioneer Embroideries Limited
CTE,Cambridge Technology Enterprises Limited
LPDC,Landmark Property Development Company Limited
SURYALAXMI,Suryalakshmi Cotton Mills Limited
KRITIKA,Kritika Wires Limited
AMJLAND,Amj Land Holdings Limited
SIGIND,Signet Industries Limited
DRSDILIP,DRS Dilip Roadlines Limited
SURANASOL,Surana Solar Limited
ATALREAL,Atal Realtech Limited
LAGNAM,Lagnam Spintex Limited
LAMBODHARA,Lambodhara Textiles Limited
TARMAT,Tarmat Limited
PRAENG,Prajay Engineers Syndicate Limited
MOTOGENFIN,The Motor & General Finance Limited
UNIVASTU,Univastu India Limited
JAIPURKURT,Nandani Creation Limited
FIBERWEB,Fiberweb (India) Limited
SUVIDHAA,Suvidhaa Infoserve Limited
ANIKINDS,Anik Industries Limited
RKEC,RKEC Projects Limited
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
DIL,Debock Industries Limited
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
PARTYCRUS,Party Cruisers Limited
TOUCHWOOD,Touchwood Entertainment Limited
WELINV,Welspun Investments and Commercials Limited
GROBTEA,The Grob Tea Company Limited
AUSOMENT,Ausom Enterprise Limited
BAGFILMS,B.A.G Films and Media Limited
SONAMCLOCK,Sonam Clock Limited
HPIL,Hindprakash Industries Limited
IZMO,IZMO Limited
PRESSMN,Pressman Advertising Limited
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
SHRENIK,Shrenik Limited
TOKYOPLAST,Tokyo Plast International Limited
LLOYDS,Lloyds Luxuries Limited
SUMIT,Sumit Woods Limited
STEELCITY,Steel City Securities Limited
DGCONTENT,Digicontent Limited
CELEBRITY,Celebrity Fashions Limited
BEARDSELL,Beardsell Limited
HINDCON,Hindcon Chemicals Limited
KANANIIND,Kanani Industries Limited
ENERGYDEV,Energy Development Company Limited
PROLIFE,Prolife Industries Limited
VIVIMEDLAB,Vivimed Labs Limited
FIDEL,Fidel Softech Limited
AGROPHOS,Agro Phos India Limited
KALYANIFRG,Kalyani Forge Limited
ROML,Raj Oil Mills Limited
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
ELECTHERM,Electrotherm (India) Limited
AURDIS,Aurangabad Distillery Limited
PATINTLOG,Patel Integrated Logistics Limited
PRAKASHSTL,Prakash Steelage Limited
GICL,Globe International Carriers Limited
DOLLEX,Dollex Agrotech Limited
BHANDARI,Bhandari Hosiery Exports Limited
ARCHIES,Archies Limited
TARACHAND,Tara Chand InfraLogistic Solutions Limited
MITCON,MITCON Consultancy & Engineering Services Limited
DBSTOCKBRO,DB (International) Stock Brokers Limited
MCL,Madhav Copper Limited
SHIVAMILLS,Shiva Mills Limited
MORARJEE,Morarjee Textiles Limited
DHRUV,Dhruv Consultancy Services Limited
ANKITMETAL,Ankit Metal & Power Limited
CORDSCABLE,Cords Cable Industries Limited
MHHL,Mohini Health & Hygiene Limited
TREJHARA,TREJHARA SOLUTIONS LIMITED
BANKA,Banka BioLoo Limited
OILCOUNTUB,Oil Country Tubular Limited
DELTAMAGNT,Delta Manufacturing Limited
ARIHANTACA,Arihant Academy Limited
GSTL,Globesecure Technologies Limited
CENTEXT,Century Extrusions Limited
WIPL,The Western India Plywoods Limited
SHREERAMA,Shree Rama Multi-Tech Limited
FLEXITUFF,Flexituff Ventures International Limited
GEEKAYWIRE,Geekay Wires Limited
NITIRAJ,Nitiraj Engineers Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
EXCEL,Excel Realty N Infra Limited
AAATECH,AAA Technologies Limited
ZENITHSTL,Zenith Steel Pipes & Industries Limited
TREEHOUSE,Tree House Education & Accessories Limited
KEYFINSERV,Keynote Financial Services Limited
SAMBHAAV,Sambhaav Media Limited
GLOBALVECT,Global Vectra Helicorp Limited
FEL,Future Enterprises Limited
GIRIRAJ,Giriraj Civil Developers Limited
AROGRANITE,Aro Granite Industries Limited
LATTEYS,Latteys Industries Limited
JBFIND,JBF Industries Limited
MAGNUM,Magnum Ventures Limited
AVSL,AVSL Industries Limited
PANACHE,Panache Digilife Limited
HISARMETAL,Hisar Metal Industries Limited
PIGL,Power & Instrumentation (Gujarat) Limited
AAKASH,Aakash Exploration Services Limited
PRECISION,Precision Metaliks Limited
SEPOWER,S.E. Power Limited
UMA,Uma Converter Limited
CMRSL,Cyber Media Research & Services Limited
GLOBE,Globe Textiles (India) Limited
INDSWFTLTD,Ind-Swift Limited
CINEVISTA,Cinevista Limited
ORIENTLTD,Orient Press Limited
REGENCERAM,Regency Ceramics Limited
NIDAN,Nidan Laboratories and Healthcare Limited
ROLTA,Rolta India Limited
MALUPAPER,Malu Paper Mills Limited
SHRADHA,Shradha Infraprojects Limited
MAHICKRA,Mahickra Chemicals Limited
MDL,Marvel Decor Limited
AGRITECH,Agri-Tech (India) Limited
RSSOFTWARE,R. S. Software (India) Limited
MOKSH,Moksh Ornaments Limited
MBECL,Mcnally Bharat Engineering Company Limited
BANG,Bang Overseas Limited
PENTAGOLD,Penta Gold Limited
AJOONI,Ajooni Biotech Limited
HYBRIDFIN,Hybrid Financial Services Limited
IPSL,Integrated Personnel Services Limited
HOVS,HOV Services Limited
ABMINTLLTD,ABM International Limited
HECPROJECT,HEC Infra Projects Limited
VINEETLAB,Vineet Laboratories Limited
BDR,BDR Buildcon Limited
PNC,Pritish Nandy Communications Limited
UJAAS,Ujaas Energy Limited
ARHAM,Arham Technologies Limited
SUPREMEINF,Supreme Infrastructure India Limited
TERASOFT,Tera Software Limited
PULZ,Pulz Electronics Limited
CUBEXTUB,Cubex Tubings Limited
VASWANI,Vaswani Industries Limited
AARVEEDEN,Aarvee Denims & Exports Limited
ACEINTEG,Ace Integrated Solutions Limited
BVCL,Barak Valley Cements Limited
RELIABLE,Reliable Data Services Limited
VIVIANA,Viviana Power Tech Limited
KKVAPOW,KKV Agro Powers Limited
MTEDUCARE,MT Educare Limited
BANARBEADS,Banaras Beads Limited
SUMEETINDS,Sumeet Industries Limited
NIBL,NRB Industrial Bearings Limited
SIDDHIKA,Siddhika Coatings Limited
AKASH,Akash Infra-Projects Limited
SANWARIA,Sanwaria Consumer Limited
LGHL,Laxmi Goldorna House Limited
KHANDSE,Khandwala Securities Limited
ABCOTS,A B Cotspin India Limited
GANGAFORGE,Ganga Forging Limited
WEWIN,WE WIN LIMITED
SUPERSPIN,Super Spinning Mills Limited
SOMICONVEY,Somi Conveyor Beltings Limited
NAGREEKEXP,Nagreeka Exports Limited
TIMESCAN,Timescan Logistics (India) Limited
MANUGRAPH,Manugraph India Limited
AISL,ANI Integrated Services Limited
LIBAS,Libas Consumer Products Limited
SGL,STL Global Limited
TIMESGTY,Times Guaranty Limited
SAGARDEEP,Sagardeep Alloys Limited
JETFREIGHT,Jet Freight Logistics Limited
KHFM,Khfm Hospitality And Facility Management Services Limited
AMBANIORG,Ambani Organics Limited
BURNPUR,Burnpur Cement Limited
VSCL,Vadivarhe Speciality Chemicals Limited
GODHA,Godha Cabcon & Insulation Limited
MRO,M.R. Organisation Limited
NEXTMEDIA,Next Mediaworks Limited
ARSSINFRA,ARSS Infrastructure Projects Limited
DKEGL,D.K. Enterprises Global Limited
PRITIKA,Pritika Engineering Components Limited
ADROITINFO,Adroit Infotech Limited
UCL,Ushanti Colour Chem Limited
PARASPETRO,Paras Petrofils Limited
AGNI,Agni Green Power Limited
ZENITHEXPO,Zenith Exports Limited
VARDMNPOLY,Vardhman Polytex Limited
BALKRISHNA,Balkrishna Paper Mills Limited
MADHUCON,Madhucon Projects Limited
RKDL,Ravi Kumar Distilleries Limited
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
DNAMEDIA,Diligent Media Corporation Limited
MEGAFLEX,Mega Flex Plastics Limited
PEARLPOLY,Pearl Polymers Limited
MADHAV,Madhav Marbles and Granites Limited
SWARAJ,Swaraj Suiting Limited
GOENKA,Goenka Diamond and Jewels Limited
ICDSLTD,ICDS Limited
LAXMICOT,Laxmi Cotspin Limited
SANGINITA,Sanginita Chemicals Limited
DHARSUGAR,Dharani Sugars & Chemicals Limited
MARSHALL,Marshall Machines Limited
SHAIVAL,Shaival Reality Limited
HBSL,HB Stockholdings Limited
TGBHOTELS,TGB Banquets And Hotels Limited
JETKNIT,Jet Knitwears Limited
COUNCODOS,Country Condo's Limited
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
JFLLIFE,Jfl Life Sciences Limited
FELIX,Felix Industries Limited
HEADSUP,Heads UP Ventures Limited
CROWN,Crown Lifters Limited
MINDPOOL,Mindpool Technologies Limited
ADL,Archidply Decor Limited
MILTON,Milton Industries Limited
VIVIDHA,Visagar Polytex Limited
KRIDHANINF,Kridhan Infra Limited
ROLLT,Rollatainers Limited
MERCATOR,Mercator Limited
KEEPLEARN,DSJ Keep Learning Limited
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
OMKARCHEM,Omkar Speciality Chemicals Limited
LFIC,Lakshmi Finance & Industrial Corporation Limited
UWCSL,Ultra Wiring Connectivity System Limited
NARMADA,Narmada Agrobase Limited
AMEYA,Ameya Precision Engineers Limited
RITEZONE,Rite Zone Chemcon India Limited
LCCINFOTEC,LCC Infotech Limited
CALSOFT,California Software Company Limited
SUPREMEENG,Supreme Engineering Limited
KARMAENG,Karma Energy Limited
SILLYMONKS,Silly Monks Entertainment Limited
FMNL,Future Market Networks Limited
SONUINFRA,Sonu Infratech Limited
EASTSILK,Eastern Silk Industries Limited
SOMATEX,Soma Textiles & Industries Limited
3PLAND,3P Land Holdings Limited
QUADPRO,Quadpro Ites Limited
REXPIPES,Rex Pipes And Cables Industries Limited
CYBERMEDIA,Cyber Media (India) Limited
CADSYS,Cadsys (India) Limited
VCL,Vaxtex Cotfab Limited
EDUCOMP,Educomp Solutions Limited
MOXSH,Moxsh Overseas Educon Limited
WALPAR,Walpar Nutritions Limited
OMFURN,Omfurn India Limited
SUBCAPCITY,International Constructions Limited
CMICABLES,CMI Limited
SILGO,Silgo Retail Limited
INFOMEDIA,Infomedia Press Limited
VIJIFIN,Viji Finance Limited
WILLAMAGOR,Williamson Magor & Company Limited
THOMASCOTT,Thomas Scott (India) Limited
JAKHARIA,JAKHARIA FABRIC LIMITED
VIVO,Vivo Collaboration Solutions Limited
ASLIND,ASL Industries Limited
MPTODAY,Madhya Pradesh Today Media Limited
DYNAMIC,Dynamic Services & Security Limited
ORIENTALTL,Oriental Trimex Limited
NKIND,NK Industries Limited
TFL,Transwarranty Finance Limited
RICHA,Richa Info Systems Limited
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
AMJUMBO,A and M Jumbo Bags Limited
21STCENMGM,21st Century Management Services Limited
SHANTI,Shanti Overseas (India) Limited
MASKINVEST,Mask Investments Limited
MOHITIND,Mohit Industries Limited
KHAITANLTD,Khaitan (India) Limited
SABAR,Sabar Flex India Limited
UNIINFO,Uniinfo Telecom Services Limited
MAKS,Maks Energy Solutions India Limited
TAPIFRUIT,Tapi Fruit Processing Limited
TANTIACONS,Tantia Constructions Limited
GAYAHWS,Gayatri Highways Limited
SETUINFRA,Setubandhan Infrastructure Limited
VEEKAYEM,Veekayem Fashion and Apparels Limited
ISHAN,Ishan International Limited
TIJARIA,Tijaria Polypipes Limited
ORTINLAB,Ortin Laboratories Limited
GUJRAFFIA,Gujarat Raffia Industries Limited
ONELIFECAP,Onelife Capital Advisors Limited
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
VERA,Vera Synthetic Limited
METALFORGE,Metalyst Forgings Limited
SURANI,Surani Steel Tubes Limited
LYPSAGEMS,Lypsa Gems & Jewellery Limited
MITTAL,Mittal Life Style Limited
TNTELE,Tamilnadu Telecommunication Limited
AMIABLE,Amiable Logistics (India) Limited
ABINFRA,A B Infrabuild Limited
SMVD,SMVD Poly Pack Limited
CONTI,Continental Seeds and Chemicals Limited
NATNLSTEEL,National Steel And Agro Industries Limited
TECHIN,Techindia Nirman Limited
RMCL,Radha Madhav Corporation Limited
SPRL,Sp Refractories Limited
JALAN,Jalan Transolutions (India) Limited
DESTINY,Destiny Logistics & Infra Limited
S&SPOWER,S&S Power Switchgears Limited
KAVVERITEL,Kavveri Telecom Products Limited
KANDARP,Kandarp Digi Smart BPO Limited
PERFECT,Perfect Infraengineers Limited
ARENTERP,Rajdarshan Industries Limited
UMESLTD,Usha Martin Education & Solutions Limited
ANTGRAPHIC,Antarctica Limited
KALYANI,Kalyani Commercials Limited
SSINFRA,S.S. Infrastructure Development Consultants Limited
SHYAMTEL,Shyam Telecom Limited
CMMIPL,CMM Infraprojects Limited
ACCORD,Accord Synergy Limited
TVVISION,TV Vision Limited
RMDRIP,R M Drip and Sprinklers Systems Limited
BRIGHT,Bright Solar Limited
DCMFINSERV,DCM Financial Services Limited
PREMIER,Premier Limited
EUROTEXIND,Eurotex Industries and Exports Limited
RADAAN,Radaan Mediaworks India Limited
KCK,Kck Industries Limited
NORBTEAEXP,Norben Tea & Exports Limited
SATHAISPAT,Sathavahana Ispat Limited
AILIMITED,Abhishek Integrations Limited
CREATIVEYE,Creative Eye Limited
TARAPUR,Tarapur Transformers Limited
ALPSINDUS,Alps Industries Limited
ABNINT,A B N Intercorp Limited
GLFL,Gujarat Lease Financing Limited
VASA,Vasa Retail and Overseas Ltd
BKMINDST,Bkm Industries Limited
AHIMSA,Ahimsa Industries Limited
GRETEX,Gretex Industries Limited
SRIRAM,Shri Ram Switchgears Limited
TRANSWIND,Transwind Infrastructures Limited
NIRAJISPAT,Niraj Ispat Industries Limited
SKSTEXTILE,SKS Textiles Limited
LAKPRE,Lakshmi Precision Screws Limited
SABEVENTS,Sab Events & Governance Now Media Limited
INDLMETER,IMP Powers Limited
DRL,Dhanuka Realty Limited
MANAV,Manav Infra Projects Limited
BHALCHANDR,Bhalchandram Clothing Limited
INNOVATIVE,Innovative Tyres and Tubes Limited
MELSTAR,Melstar Information Technologies Limited
ABHISHEK,Abhishek Corporation Limited
AHLWEST,Asian Hotels (West) Limited
AIFL,Ashapura Intimates Fashion Limited
ALCHEM,Alchemist Limited
ANDHRACEMT,Andhra Cements Limited
ANSALAPI,Ansal Properties & Infrastructure Limited
ARCOTECH,Arcotech Limited
ARTEDZ,Artedz Fabs Limited
ASIL,Amit Spinning Industries Limited
ATCOM,Atcom Technologies Limited
ATLASCYCLE,Atlas Cycles (Haryana) Limited
ATNINTER,ATN International Limited
AUTOLITIND,Autolite (India) Limited
AUTORIDFIN,Autoriders Finance Limited
BANSAL,Bansal Multiflex Limited
BARTRONICS,Bartronics India Limited
BGLOBAL,Bharatiya Global Infomedia Limited
BHARATIDIL,Bharati Defence and Infrastructure Limited
BILENERGY,Bil Energy Systems Limited
BINANIIND,Binani Industries Limited
BIRLATYRE,Birla Tyres Limited
BLUEBLENDS,Blue Blends (I) Limited
BLUECHIP,Blue Chip India Limited
BLUECOAST,Blue Coast Hotels Limited
BRFL,Bombay Rayon Fashions Limited
CANDC,C & C Constructions Limited
CCCL,Consolidated Construction Consortium Limited
CELESTIAL,Celestial Biolabs Limited
CKFSL,Cox & Kings Financial Service Limited
CKPLEISURE,CKP Leisure Limited
COX&KINGS,Cox & Kings Limited
DIAPOWER,Diamond Power Infra Ltd
DIGJAMLMTD,Digjam Limited
DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited
DQE,DQ Entertainment (International) Limited
DRCSYSTEMS,DRC Systems India Limited
DSKULKARNI,DS Kulkarni Developers Limited
EASTSUGIND,Eastern Sug & Inds Limited
EASUNREYRL,Easun Reyrolle Limited
EMCO,Emco Limited
EON,Eon Electric Limited
EUROCERA,Euro Ceramics Limited
EUROMULTI,Euro Multivision Limited
FEDDERELEC,Fedders Electric and Engineering Limited
FIVECORE,Five Core Electronics Limited
FRETAIL,Future Retail Limited
GAMMONIND,Gammon India Limited
GANGOTRI,Gangotri Textiles Limited
GBGLOBAL,GB Global Limited
GFSTEELS,Grand Foundry Limited
GISOLUTION,GI Engineering Solutions Limited
GITANJALI,Gitanjali Gems Limited
HINDNATGLS,Hindusthan National Glass & Industries Limited
ICSA,ICSA (India) Limited
IMPEXFERRO,Impex Ferro Tech Limited
INDOSOLAR,Indosolar Limited
IVRCLINFRA,IVRCL Limited
JAINSTUDIO,Jain Studios Limited
JIKIND,JIK Industries Limited
JINDCOT,Jindal Cotex Limited
JMTAUTOLTD,JMT Auto Limited
JPINFRATEC,Jaypee Infratech Limited
KEERTI,Keerti Knowledge and Skills Limited
KGL,Karuturi Global Limited
KSERASERA,KSS Limited
KSK,KSK Energy Ventures Limited
LAKSHMIEFL,Lakshmi Energy and Foods Limited
LEEL,LEEL Electricals Limited
MANPASAND,Manpasand Beverages Limited
MCDHOLDING,McDowell Holdings Limited
METKORE,Metkore Alloys & Industries Limited
MICEL,MIC Electronics Limited
MODTHREAD,Modern Thread Limited
MOHOTAIND,Mohota Industries Limited
MVL,MVL Limited
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited
NAKODA,Nakoda Limited
NITINFIRE,Nitin Fire Protection Industries Limited
NTL,Neueon Towers Limited
NUTEK,Nu Tek India Limited
OISL,OCL Iron and Steel Limited
OPAL,Opal Luxury Time Products Limited
OPTOCIRCUI,Opto Circuits (India) Limited
ORTEL,Ortel Communications Limited
PDPL,Parenteral Drugs (India) Limited
PINCON,Pincon Spirit Limited
POWERFUL,Powerful Technologies Limited
PRATIBHA,Pratibha Industries Limited
PRUDMOULI,Prudential Sugar Corporation Limited
PSL,PSL Limited
PUNJLLOYD,Punj Lloyd Limited
QUINTEGRA,Quintegra Solutions Limited
RAINBOWPAP,Rainbow Papers Limited
RAJRILTD,Raj Rayon Industries Limited
RAJVIR,Rajvir Industries Limited
RCOM,Reliance Communications Limited
RELCAPITAL,Reliance Capital Limited
RMMIL,Resurgere Mines & Minerals Limited
RUSHABEAR,Rushabh Precision Bearings Limited
SABTN,Sri Adhikari Brothers Television Network Limited
SANCO,Sanco Industries Limited
SBIHOMEFIN,SBI Home Finance Limited
SELMC,SEL Manufacturing Company Limited
SEYAIND,Seya Industries Limited
SHARONBIO,Sharon Bio-Medicine Limited
SHIRPUR-G,Shirpur Gold Refinery Limited
SICAL,Sical Logistics Limited
SIIL,Supreme (India) Impex Limited
SKIL,SKIL Infrastructure Limited
SONISOYA,Soni Soya Products Limited
SPENTEX,Spentex Industries Limited
SPYL,Shekhawati Poly-Yarn Limited
SREINFRA,SREI Infrastructure Finance Limited
STAMPEDE,Stampede Capital Limited
STERLINBIO,Sterling Biotech Limited
TALWALKARS,Talwalkars Better Value Fitness Limited
TALWGYM,Talwalkars Healthclubs Limited
TCIFINANCE,TCI Finance Limited
TECHNOFAB,Technofab Engineering Limited
TECILCHEM,TECIL Chemicals and Hydro Power Limited
THIRUSUGAR,Thiru Arooran Sugars Limited
TULSI,Tulsi Extrusions Limited
UNIPLY,Uniply Industries Limited
UNITY,Unity Infraprojects Limited
UNIVAFOODS,Univa Foods Limited
VALECHAENG,Valecha Engineering Limited
VALUEIND,Value Industries Limited
VICEROY,Viceroy Hotels Limited
VIDEOIND,Videocon Industries Limited
VISUINTL,Visu International Limited
WINSOME,Winsome Yarns Limited
WSI,W S Industries (I) Limited
ZICOM,Zicom Electronic Security Systems Limited
,
